cod_curso;cod_ies;cod_municipio;cod_area;area;modalidade;conceito_enade_faixa;conceito_enade_continuo;conceito_enade_ano;inscritos;participantes;conceito_curso_faixa;conceito_curso_continuo;conceito_curso_ano
86358;3710;3304557;1;Administração;Presencial;4;3.35394;2018;42;35;4;3.37616;2018
97453;3716;3167202;23;Enfermagem;Presencial;4;3.03230;2016;53;51;3;2.33070;2016
98153;3716;3167202;18;Psicologia;Presencial;3;2.01578;2018;98;96;3;2.03543;2018
1060161;3716;3167202;28;Nutrição;Presencial;3;2.68910;2016;26;26;3;2.34740;2016
1069464;3716;3167202;19;Farmácia;Presencial;4;3.20330;2016;52;50;3;2.69400;2016
1205195;3716;3167202;1;Administração;Presencial;4;3.36949;2018;23;23;3;2.75145;2018
85092;3724;2112209;1;Administração;Presencial;2;1.40526;2018;10;10;3;2.24014;2018
85095;3724;2112209;22;Ciências Contábeis;Presencial;1;0.57187;2018;9;9;2;1.43142;2018
92169;3724;2112209;2;Direito;Presencial;3;2.53637;2018;27;25;3;2.90271;2018
1152638;3724;2112209;38;Serviço Social;Presencial;2;1.51066;2018;12;12;3;2.31884;2018
104176;3741;2101202;1;Administração;Presencial;2;1.70020;2018;24;21;2;1.90300;2018
104180;3741;2101202;23;Enfermagem;Presencial;3;2.07510;2016;20;19;3;2.69870;2016
1060176;3741;2101202;28;Nutrição;Presencial;2;1.27730;2016;46;40;3;2.30640;2016
1069630;3741;2101202;19;Farmácia;Presencial;2;1.74930;2016;46;43;3;2.38140;2016
1178627;3741;2101202;4006;Sistemas De Informação;Presencial;2;1.19600;2017;21;20;2;1.84590;2017
101483;3743;3524402;4003;Engenharia Da Computação;Presencial;2;1.56870;2017;2;2;2;1.62610;2017
101493;3743;3524402;5814;Engenharia De Controle E Automação;Presencial;1;0.73490;2017;42;34;2;1.54370;2017
90839;3746;3550308;1;Administração;Presencial;2;1.70846;2018;159;136;3;2.51543;2018
1205243;3746;3550308;86;Tecnologia Em Gestão De Recursos Humanos;Presencial;3;2.23013;2018;6;5;3;2.86885;2018
1259797;3746;3550308;85;Tecnologia Em Processos Gerenciais;Presencial;2;1.32682;2018;9;8;3;2.27609;2018
1259798;3746;3550308;84;Tecnologia Em Marketing;Presencial;3;2.71125;2018;3;3;4;3.49961;2018
5271;3753;3549805;5710;Engenharia Civil;Presencial;1;0.39770;2017;25;20;1;0.59100;2017
5273;3753;3549805;21;Arquitetura E Urbanismo;Presencial;2;1.84810;2017;42;40;2;1.55290;2017
19777;3754;3138203;22;Ciências Contábeis;Presencial;3;2.46522;2018;35;30;3;2.49285;2018
24935;3754;3138203;1;Administração;Presencial;2;1.88665;2018;30;25;3;2.25997;2018
1116037;3756;3101706;19;Farmácia;Presencial;2;1.16800;2016;42;37;2;1.74020;2016
1161686;3756;3101706;5710;Engenharia Civil;Presencial;1;0.44460;2017;73;73;1;0.86780;2017
94501;3757;5221601;1;Administração;Presencial;4;3.56940;2018;5;5;4;3.55612;2018
119964;3757;5221601;6409;Tecnologia Em Gestão Da Tecnologia Da Informação;Presencial;-1;-1.00000;2017;4;1;-1;-1.00000;2017
1077431;3757;5221601;23;Enfermagem;Presencial;2;1.77120;2016;19;18;3;2.43440;2016
1100838;3757;5221601;19;Farmácia;Presencial;2;1.49930;2016;20;18;3;2.15210;2016
1109940;3757;5221601;4301;Música (Licenciatura);Presencial;-1;-1.00000;2017;2;1;-1;-1.00000;2017
1109941;3757;5221601;3202;Filosofia (Licenciatura);Presencial;3;2.62310;2017;4;4;3;2.77830;2017
17964;3758;4205407;1;Administração;Presencial;5;4.36906;2018;13;10;5;4.17902;2018
68203;3758;4205407;22;Ciências Contábeis;Presencial;4;3.17618;2018;6;6;4;3.47132;2018
104188;3758;4205407;6208;Engenharia De Produção;Presencial;4;3.18360;2017;9;6;5;4.33990;2017
79548;3768;4314902;1;Administração;Presencial;4;3.11389;2018;32;29;4;2.98283;2018
100109;3768;4314902;4006;Sistemas De Informação;Presencial;2;1.87960;2017;8;6;3;1.94850;2017
107574;3768;4314902;79;Tecnologia Em Redes De Computadores;Presencial;2;1.61390;2017;7;5;3;2.12990;2017
110181;3768;4314902;86;Tecnologia Em Gestão De Recursos Humanos;Presencial;-1;-1.00000;2018;3;1;-1;-1.00000;2018
110184;3768;4314902;87;Tecnologia Em Gestão Financeira;Presencial;-1;-1.00000;2018;3;0;-1;-1.00000;2018
110186;3768;4314902;6409;Tecnologia Em Gestão Da Tecnologia Da Informação;Presencial;-1;-1.00000;2017;1;0;-1;-1.00000;2017
110369;3768;4314902;18;Psicologia;Presencial;3;2.10513;2018;18;18;2;1.88460;2018
5000760;3768;4314902;2;Direito;Presencial;2;1.24961;2018;7;5;2;1.50049;2018
88578;3769;1600600;23;Enfermagem;Presencial;2;1.40620;2016;26;26;3;2.09500;2016
88584;3769;1600600;1;Administração;Presencial;2;1.45990;2018;15;14;2;1.64427;2018
114620;3769;1600600;904;Letras-Português (Licenciatura);Presencial;1;0.29190;2017;52;47;2;1.67220;2017
85140;3770;3550308;101;Teologia;Presencial;4;3.52247;2018;42;42;4;3.18852;2018
79972;3774;2927408;23;Enfermagem;Presencial;-1;-1.00000;2016;2;1;-1;-1.00000;2016
100884;3776;5103403;1;Administração;Presencial;2;1.61761;2018;11;9;2;1.47453;2018
1069962;3776;5103403;23;Enfermagem;Presencial;2;1.45140;2016;25;25;3;2.11630;2016
1069963;3776;5103403;38;Serviço Social;Presencial;2;1.11279;2018;15;13;2;1.78587;2018
5000953;3776;5103403;2;Direito;Presencial;2;1.51369;2018;45;42;2;1.42858;2018
104788;3777;4106902;1;Administração;Presencial;3;2.36525;2018;14;12;3;2.28184;2018
5000954;3777;4106902;2;Direito;Presencial;2;1.90679;2018;52;47;3;2.24746;2018
1069947;3778;2800308;23;Enfermagem;Presencial;2;1.24880;2016;70;65;2;1.93880;2016
1069949;3778;2800308;36;Fisioterapia;Presencial;2;1.59480;2016;13;13;2;1.59210;2016
86526;3779;3547809;86;Tecnologia Em Gestão De Recursos Humanos;Presencial;3;2.92520;2018;48;41;3;2.73157;2018
1042829;3779;3547809;1;Administração;Presencial;3;2.26521;2018;58;53;3;2.41392;2018
1042838;3779;3547809;2001;Pedagogia (Licenciatura);Presencial;3;2.48880;2017;64;64;3;2.42190;2017
1042841;3779;3547809;72;Tecnologia Em Análise E Desenvolvimento De Sistemas;Presencial;2;1.90910;2017;9;6;3;2.13970;2017
1042842;3779;3547809;79;Tecnologia Em Redes De Computadores;Presencial;3;2.25050;2017;12;8;3;2.13380;2017
68849;3782;3201209;86;Tecnologia Em Gestão De Recursos Humanos;Presencial;3;2.14166;2018;12;10;2;1.69706;2018
107420;3783;1501402;22;Ciências Contábeis;Presencial;3;2.55429;2018;18;16;3;2.35166;2018
1081608;3783;1501402;23;Enfermagem;Presencial;2;1.18710;2016;67;62;3;2.03070;2016
5000864;3783;1501402;2;Direito;Presencial;2;1.67214;2018;69;66;3;2.20144;2018
1076132;3784;2408102;38;Serviço Social;Presencial;3;2.50968;2018;11;5;3;2.21822;2018
5000867;3784;2408102;2;Direito;Presencial;1;0.67695;2018;35;28;2;1.67997;2018
94487;3785;2111300;22;Ciências Contábeis;Presencial;2;1.04621;2018;37;32;2;1.75554;2018
94493;3785;2111300;1;Administração;Presencial;2;1.28419;2018;47;38;2;1.76004;2018
5000984;3785;2111300;2;Direito;Presencial;2;1.09019;2018;66;49;2;1.69213;2018
88887;3786;3106200;22;Ciências Contábeis;Presencial;3;2.82248;2018;30;22;3;2.79343;2018
92993;3786;3106200;1;Administração;Presencial;3;2.81875;2018;26;19;4;3.35512;2018
100012;3786;3106200;2;Direito;Presencial;2;1.67561;2018;32;23;3;2.04988;2018
104332;3786;3106200;85;Tecnologia Em Processos Gerenciais;Presencial;2;1.42128;2018;38;38;2;1.76126;2018
104424;3786;3106200;86;Tecnologia Em Gestão De Recursos Humanos;Presencial;4;3.34124;2018;31;28;3;2.84512;2018
1069954;3786;3106200;23;Enfermagem;Presencial;3;2.90690;2016;29;26;3;2.63590;2016
1069955;3786;3106200;36;Fisioterapia;Presencial;3;2.83570;2016;26;26;3;2.57480;2016
90843;3788;3136702;1;Administração;Presencial;-1;-1.00000;2018;2;0;-1;-1.00000;2018
110244;3788;3136702;86;Tecnologia Em Gestão De Recursos Humanos;Presencial;-1;-1.00000;2018;3;0;-1;-1.00000;2018
110246;3788;3136702;85;Tecnologia Em Processos Gerenciais;Presencial;-1;-1.00000;2018;3;0;-1;-1.00000;2018
5000872;3788;3136702;2;Direito;Presencial;3;2.38460;2018;17;17;3;2.74093;2018
82741;3789;5208608;1;Administração;Presencial;2;1.26109;2018;15;15;3;2.81408;2018
90657;3789;5208608;2;Direito;Presencial;2;1.70734;2018;186;171;4;2.96907;2018
1091379;3789;5208608;17;Agronomia;Presencial;3;2.40200;2016;52;49;4;3.00810;2016
1158571;3789;5208608;5710;Engenharia Civil;Presencial;3;2.26610;2017;57;55;3;2.77860;2017
86820;3793;3127107;28;Nutrição;Presencial;2;1.02060;2016;10;10;2;1.19410;2016
86823;3793;3127107;1;Administração;Presencial;2;1.11626;2018;41;39;3;2.55123;2018
90220;3793;3127107;38;Serviço Social;Presencial;2;1.33463;2018;6;6;3;2.24150;2018
90222;3793;3127107;2001;Pedagogia (Licenciatura);Presencial;1;0.77300;2017;37;35;3;2.11150;2017
80810;3797;4109401;3501;Educação Física (Bacharelado);Presencial;2;1.81710;2016;72;61;3;2.57770;2016
80812;3797;4109401;3502;Educação Física (Licenciatura);Presencial;3;2.17210;2017;65;40;3;2.91880;2017
80814;3797;4109401;2001;Pedagogia (Licenciatura);Presencial;3;2.51530;2017;40;37;4;3.21780;2017
95565;3797;4109401;38;Serviço Social;Presencial;3;2.28710;2016;18;17;3;2.75400;2016
98650;3797;4109401;1602;Ciências Biológicas (Licenciatura);Presencial;2;1.27940;2017;70;63;3;2.70690;2017
98740;3797;4109401;23;Enfermagem;Presencial;3;2.00280;2016;51;49;3;2.48820;2016
99240;3797;4109401;702;Matemática (Licenciatura);Presencial;2;1.87840;2017;36;27;3;2.77140;2017
99623;3797;4109401;18;Psicologia;Presencial;3;2.37792;2018;55;51;4;3.21851;2018
107286;3797;4109401;36;Fisioterapia;Presencial;3;2.45100;2016;45;43;4;3.00710;2016
1120026;3797;4109401;88;Tecnologia Em Gastronomia;Presencial;2;1.70912;2018;32;28;3;2.90409;2018
1173314;3797;4109401;1;Administração;Presencial;3;2.55643;2018;59;53;4;3.15055;2018
1260283;3797;4109401;95;Tecnologia Em Estética E Cosmética;Presencial;2;1.51980;2016;19;19;3;2.55100;2016
5000008;3797;4109401;72;Tecnologia Em Análise E Desenvolvimento De Sistemas;Presencial;2;1.59340;2017;14;14;3;2.64660;2017
69212;3804;4314902;72;Tecnologia Em Análise E Desenvolvimento De Sistemas;Presencial;3;2.60570;2017;123;114;3;2.61980;2017
69220;3804;4314902;84;Tecnologia Em Marketing;Presencial;3;2.60574;2018;23;22;4;3.20817;2018
82716;3804;4314902;1;Administração;Presencial;3;2.12411;2018;35;31;3;2.70811;2018
120130;3804;4314902;86;Tecnologia Em Gestão De Recursos Humanos;Presencial;4;3.80827;2018;29;25;5;3.94936;2018
120134;3804;4314902;87;Tecnologia Em Gestão Financeira;Presencial;4;3.18015;2018;14;12;4;3.60349;2018
1043970;3804;4314902;83;Tecnologia Em Design De Moda;Presencial;3;2.72081;2018;46;41;4;3.37434;2018
1043986;3804;4314902;79;Tecnologia Em Redes De Computadores;Presencial;3;2.71800;2017;76;71;3;2.40940;2017
1132248;3804;4314902;102;Tecnologia Em Comércio Exterior;Presencial;5;4.09853;2018;6;6;4;3.73107;2018
1305011;3804;4314902;22;Ciências Contábeis;Presencial;3;2.13629;2018;7;6;4;3.08358;2018
5001258;3804;4314902;94;Tecnologia Em Logística;Presencial;3;2.14536;2018;3;2;4;3.15495;2018
5001317;3804;4314902;85;Tecnologia Em Processos Gerenciais;Presencial;4;3.45075;2018;7;7;4;3.70097;2018
5001318;3804;4314902;93;Tecnologia Em Gestão Comercial;Presencial;-1;-1.00000;2018;1;1;-1;-1.00000;2018
108798;3805;2503209;87;Tecnologia Em Gestão Financeira;Presencial;3;2.27812;2018;37;13;3;2.34082;2018
108800;3805;2503209;93;Tecnologia Em Gestão Comercial;Presencial;3;2.40881;2018;26;20;3;2.72491;2018
108808;3805;2503209;95;Tecnologia Em Estética E Cosmética;Presencial;3;2.35260;2016;36;22;3;2.70320;2016
1073148;3805;2503209;103;Tecnologia Em Design De Interiores;Presencial;3;2.27580;2018;45;29;3;2.32050;2018
1279730;3805;2503209;86;Tecnologia Em Gestão De Recursos Humanos;Presencial;3;2.30789;2018;26;21;3;2.69501;2018
104684;3815;5100250;2;Direito;Presencial;1;0.65082;2018;105;97;2;1.60989;2018
1284531;3815;5100250;22;Ciências Contábeis;Presencial;3;1.94845;2018;29;29;3;2.24148;2018
100228;3817;2507507;1;Administração;Presencial;3;2.93708;2018;84;54;4;3.16051;2018
101110;3817;2507507;2;Direito;Presencial;2;1.61798;2018;262;128;3;2.81711;2018
1047523;3817;2507507;804;Comunicação Social - Publicidade E Propaganda;Presencial;2;1.48282;2018;30;5;3;2.73958;2018
1047524;3817;2507507;23;Enfermagem;Presencial;1;0.85640;2016;160;147;3;2.20940;2016
1047526;3817;2507507;36;Fisioterapia;Presencial;2;1.89860;2016;107;104;3;2.63200;2016
1047527;3817;2507507;18;Psicologia;Presencial;2;1.45833;2018;202;173;3;2.81162;2018
1047528;3817;2507507;22;Ciências Contábeis;Presencial;2;1.79737;2018;100;63;3;2.79815;2018
1047529;3817;2507507;3501;Educação Física (Bacharelado);Presencial;2;1.35020;2016;313;266;3;2.44740;2016
1074594;3817;2507507;803;Comunicação Social - Jornalismo;Presencial;2;1.51048;2018;108;52;3;2.42364;2018
1106330;3817;2507507;28;Nutrição;Presencial;2;1.18220;2016;206;180;3;2.14230;2016
1124974;3817;2507507;2001;Pedagogia (Licenciatura);Presencial;3;2.62300;2017;12;12;4;3.04080;2017
1164547;3817;2507507;5710;Engenharia Civil;Presencial;3;2.08430;2017;65;59;3;2.57120;2017
1164549;3817;2507507;5806;Engenharia Elétrica;Presencial;2;1.72740;2017;43;40;3;2.43860;2017
1259123;3817;2507507;38;Serviço Social;Presencial;3;2.34557;2018;24;24;4;3.04757;2018
1280098;3817;2507507;88;Tecnologia Em Gastronomia;Presencial;2;1.47129;2018;24;24;3;2.31177;2018
118661;3823;3152501;1;Administração;Presencial;3;2.88474;2018;42;42;3;2.80437;2018
85312;3826;2927408;38;Serviço Social;Presencial;2;1.55380;2016;329;309;2;1.91750;2016
109235;3826;2927408;2001;Pedagogia (Licenciatura);Presencial;1;0.74980;2017;12;9;2;1.41110;2017
109504;3826;2927408;38;Serviço Social;Presencial;2;1.30570;2016;48;42;2;1.76570;2016
70079;3838;2507507;93;Tecnologia Em Gestão Comercial;Presencial;2;1.06094;2018;15;9;2;1.67842;2018
70171;3839;3106200;69;Tecnologia Em Radiologia;Presencial;2;1.03120;2016;51;44;2;1.87960;2016
18280;3840;4209300;4004;Ciência Da Computação (Bacharelado);Presencial;4;3.26700;2017;6;5;5;4.42460;2017
21760;3840;4209300;2001;Pedagogia (Licenciatura);Presencial;3;2.33390;2017;4;4;4;3.46540;2017
22023;3840;4209300;803;Comunicação Social - Jornalismo;Presencial;3;1.98288;2018;8;8;4;3.00298;2018
29297;3840;4209300;804;Comunicação Social - Publicidade E Propaganda;Presencial;2;1.81304;2018;9;7;3;2.51023;2018
51334;3840;4209300;22;Ciências Contábeis;Presencial;3;1.97394;2018;11;10;4;3.06588;2018
51797;3840;4209300;3502;Educação Física (Licenciatura);Presencial;4;3.38210;2017;5;5;5;4.04270;2017
51805;3840;4209300;2402;História (Licenciatura);Presencial;4;3.17560;2017;4;3;5;4.36910;2017
53628;3840;4209300;18;Psicologia;Presencial;3;2.15120;2018;12;12;4;3.69982;2018
56382;3840;4209300;2;Direito;Presencial;3;2.47065;2018;23;23;4;3.62462;2018
82651;3840;4209300;702;Matemática (Licenciatura);Presencial;3;2.71750;2017;4;4;5;4.32810;2017
90726;3840;4209300;19;Farmácia;Presencial;3;2.78500;2016;16;14;4;3.58650;2016
90728;3840;4209300;1602;Ciências Biológicas (Licenciatura);Presencial;4;3.12870;2017;4;4;5;4.50110;2017
90730;3840;4209300;23;Enfermagem;Presencial;3;2.79000;2016;10;10;4;3.81200;2016
90732;3840;4209300;36;Fisioterapia;Presencial;3;2.00710;2016;10;10;4;3.23950;2016
103532;3840;4209300;1;Administração;Presencial;2;1.78804;2018;10;10;4;3.16094;2018
112972;3840;4209300;5;Medicina Veterinária;Presencial;3;2.86780;2016;22;22;4;3.53370;2016
1161251;3840;4209300;5710;Engenharia Civil;Presencial;2;1.65150;2017;11;9;4;3.60090;2017
1163807;3840;4209300;5806;Engenharia Elétrica;Presencial;3;2.46920;2017;12;12;4;3.91010;2017
1187510;3840;4209300;6208;Engenharia De Produção;Presencial;3;2.10710;2017;10;10;4;3.69010;2017
1187564;3840;4209300;5902;Engenharia Mecânica;Presencial;2;1.90220;2017;9;9;5;4.25930;2017
1187572;3840;4209300;6008;Engenharia Química;Presencial;3;2.70910;2017;8;8;5;4.38600;2017
1187654;3840;4209300;69;Tecnologia Em Radiologia;Presencial;2;1.91500;2016;8;7;4;3.00500;2016
1187867;3840;4209300;21;Arquitetura E Urbanismo;Presencial;4;3.76740;2017;9;9;5;4.68340;2017
1187881;3840;4209300;55;Biomedicina;Presencial;3;2.26910;2016;5;4;4;3.30160;2016
1187885;3840;4209300;6002;Engenharia De Alimentos;Presencial;3;2.09850;2017;7;7;4;3.23110;2017
1285484;3840;4209300;6306;Engenharia;Presencial;2;1.24690;2017;8;7;4;3.26800;2017
1285492;3840;4209300;88;Tecnologia Em Gastronomia;Presencial;4;3.22329;2018;7;7;4;3.88976;2018
1375323;3840;4209300;6002;Engenharia De Alimentos;A Distância;-1;-1.00000;2017;7;0;-1;-1.00000;2017
5000248;3840;4209300;904;Letras-Português (Licenciatura);Presencial;3;2.39110;2017;4;4;5;4.16910;2017
92301;3847;2927408;2;Direito;Presencial;4;3.45611;2018;152;148;3;2.42176;2018
17134;3849;1718204;2402;História (Licenciatura);Presencial;1;0.89810;2017;40;33;3;2.56870;2017
17135;3849;1718204;3002;Geografia (Licenciatura);Presencial;2;1.21710;2017;21;13;3;2.53390;2017
17138;3849;1702109;2402;História (Licenciatura);Presencial;2;1.92770;2017;25;24;4;2.97300;2017
17139;3849;1702109;3002;Geografia (Licenciatura);Presencial;2;1.13430;2017;69;67;3;2.55730;2017
17142;3849;1721208;2001;Pedagogia (Licenciatura);Presencial;2;1.84220;2017;129;107;3;2.52230;2017
17144;3849;1702406;2001;Pedagogia (Licenciatura);Presencial;2;1.70150;2017;123;113;3;2.78810;2017
17146;3849;1721000;6307;Engenharia Ambiental;Presencial;4;3.42830;2017;75;70;4;3.31650;2017
17147;3849;1702109;5;Medicina Veterinária;Presencial;3;2.03750;2016;45;43;3;2.56840;2016
17148;3849;1718204;1602;Ciências Biológicas (Licenciatura);Presencial;4;3.03600;2017;15;9;4;3.63920;2017
17149;3849;1709500;17;Agronomia;Presencial;3;2.62860;2016;67;64;4;3.29120;2016
17152;3849;1721000;21;Arquitetura E Urbanismo;Presencial;4;3.35260;2017;64;63;3;2.70140;2017
17153;3849;1721000;22;Ciências Contábeis;Presencial;2;1.47436;2018;43;24;2;1.89414;2018
17154;3849;1702406;702;Matemática (Licenciatura);Presencial;2;1.36190;2017;50;47;3;2.41090;2017
17157;3849;1721000;6002;Engenharia De Alimentos;Presencial;3;2.03860;2017;31;27;3;2.81020;2017
18424;3849;1721000;2;Direito;Presencial;4;3.53409;2018;79;70;4;3.14747;2018
18426;3849;1721000;13;Ciências Econômicas;Presencial;2;1.74570;2018;20;16;3;2.50579;2018
27713;3849;1718204;904;Letras-Português (Licenciatura);Presencial;2;1.84130;2017;18;18;4;3.05810;2017
38216;3849;1721000;803;Comunicação Social - Jornalismo;Presencial;3;2.69172;2018;55;48;4;3.19424;2018
40752;3849;1702109;51;Zootecnia;Presencial;2;1.47090;2016;37;31;4;3.07940;2016
40808;3849;1713205;2001;Pedagogia (Licenciatura);Presencial;2;1.35320;2017;58;54;3;2.41950;2017
41238;3849;1721000;4004;Ciência Da Computação (Bacharelado);Presencial;3;2.66730;2017;22;19;4;3.17610;2017
41244;3849;1721000;1;Administração;Presencial;4;3.39795;2018;61;45;4;3.34078;2018
49687;3849;1721000;2001;Pedagogia (Licenciatura);Presencial;2;1.59870;2017;151;106;3;2.78240;2017
110742;3849;1721208;5402;Ciências Sociais (Licenciatura);Presencial;2;1.24540;2017;46;37;3;2.51590;2017
110744;3849;1713205;38;Serviço Social;Presencial;3;2.19100;2016;86;70;3;2.83659;2018
110746;3849;1709500;6405;Engenharia Florestal;Presencial;3;2.04160;2017;80;66;4;3.06020;2017
113504;3849;1721000;12;Medicina;Presencial;4;3.40720;2016;76;75;3;2.94020;2016
114120;3849;1721000;1602;Ciências Biológicas (Licenciatura);A Distância;2;1.58190;2017;30;20;3;2.33600;2017
317135;3849;1718204;3001;Geografia (Bacharelado);Presencial;2;1.65630;2017;60;3;3;2.87940;2017
317148;3849;1718204;1601;Ciências Biológicas (Bacharelado);Presencial;2;1.38820;2017;17;12;3;2.79880;2017
1100876;3849;1721000;23;Enfermagem;Presencial;4;3.28670;2016;50;32;3;2.60590;2016
1100877;3849;1721000;3202;Filosofia (Licenciatura);Presencial;2;1.34550;2017;33;29;3;2.53890;2017
1100878;3849;1702109;1402;Física (Licenciatura);Presencial;2;1.33390;2017;19;18;3;2.73120;2017
1100879;3849;1721000;28;Nutrição;Presencial;4;3.11880;2016;39;38;3;2.50030;2016
1100880;3849;1702109;1502;Química (Licenciatura);Presencial;1;0.87130;2017;24;22;3;2.28530;2017
1100883;3849;1702109;94;Tecnologia Em Logística;Presencial;4;2.98357;2018;32;30;4;2.99236;2018
1101387;3849;1702109;1602;Ciências Biológicas (Licenciatura);Presencial;2;1.75420;2017;37;35;3;2.86080;2017
1101388;3849;1709500;6306;Engenharia;Presencial;2;1.89180;2017;35;32;4;3.01320;2017
1101389;3849;1709500;1501;Química (Bacharelado);Presencial;1;0.31750;2017;13;12;3;2.00020;2017
1101391;3849;1721000;5710;Engenharia Civil;Presencial;4;3.74280;2017;77;74;4;3.09230;2017
1101392;3849;1721000;5806;Engenharia Elétrica;Presencial;4;2.99690;2017;34;32;4;2.97900;2017
1105218;3849;1702109;702;Matemática (Licenciatura);Presencial;2;1.66690;2017;51;46;3;2.53040;2017
1117473;3849;1702109;2401;História (Bacharelado);Presencial;1;0.49720;2017;14;12;3;2.84010;2017
1121464;3849;1721000;702;Matemática (Licenciatura);Presencial;2;1.05970;2017;9;9;3;2.10440;2017
1135693;3849;1721000;1402;Física (Licenciatura);A Distância;2;1.31790;2017;10;6;3;2.41150;2017
1135769;3849;1721000;1502;Química (Licenciatura);A Distância;2;1.12120;2017;8;8;3;2.16040;2017
1150592;3849;1702109;6407;Letras - Inglês;Presencial;2;1.49510;2017;13;11;3;2.46630;2017
1151252;3849;1718204;6407;Letras - Inglês;Presencial;2;1.56180;2017;5;5;2;1.68360;2017
